iso_code,continent,location,date,stringency_index,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
AFG,Asia,Afghanistan,2021-01-26,12.04,38928341,54750,78,87,2389,4,6.143,1406.43,2.004,2.235,61.369,0.103,0.158,0.73,,,,,,,,
AFG,Asia,Afghanistan,2021-01-27,12.04,38928341,54854,104,82.286,2389,0,5,1409.102,2.672,2.114,61.369,0,0.128,0.73,,,,,,,,
AFG,Asia,Afghanistan,2021-01-28,12.04,38928341,54891,37,69.714,2397,8,4.857,1410.052,0.95,1.791,61.575,0.206,0.125,0.71,,,,,,,,
AFG,Asia,Afghanistan,2021-01-29,12.04,38928341,54939,48,65.143,2399,2,4.143,1411.285,1.233,1.673,61.626,0.051,0.106,0.71,,,,,,,,
AFG,Asia,Afghanistan,2021-01-30,12.04,38928341,55008,69,64.143,2400,1,3.857,1413.058,1.772,1.648,61.652,0.026,0.099,0.7,,,,,,,,
AFG,Asia,Afghanistan,2021-01-31,12.04,38928341,55023,15,61.143,2400,0,3.143,1413.443,0.385,1.571,61.652,0,0.081,0.7,,,,,,,,
AFG,Asia,Afghanistan,2021-02-01,12.04,38928341,55059,36,55.286,2404,4,2.714,1414.368,0.925,1.42,61.754,0.103,0.07,0.69,,,,,,,,
AFG,Asia,Afghanistan,2021-02-02,12.04,38928341,55121,62,53,2405,1,2.286,1415.961,1.593,1.361,61.78,0.026,0.059,0.7,,,,,,,,
AFG,Asia,Afghanistan,2021-02-03,12.04,38928341,55174,53,45.714,2406,1,2.429,1417.322,1.361,1.174,61.806,0.026,0.062,0.69,,,,,,,,
AFG,Asia,Afghanistan,2021-02-04,12.04,38928341,55231,57,48.571,2407,1,1.429,1418.786,1.464,1.248,61.832,0.026,0.037,0.69,,,,,,,,
AFG,Asia,Afghanistan,2021-02-05,12.04,38928341,55265,34,46.571,2407,0,1.143,1419.66,0.873,1.196,61.832,0,0.029,0.68,,,,,,,,
AFG,Asia,Afghanistan,2021-02-06,12.04,38928341,55330,65,46,2408,1,1.143,1421.33,1.67,1.182,61.857,0.026,0.029,0.67,,,,,,,,
AFG,Asia,Afghanistan,2021-02-07,12.04,38928341,55335,5,44.571,2410,2,1.429,1421.458,0.128,1.145,61.909,0.051,0.037,0.65,,,,,,,,
AFG,Asia,Afghanistan,2021-02-08,12.04,38928341,55359,24,42.857,2413,3,1.286,1422.074,0.617,1.101,61.986,0.077,0.033,0.64,,,,,,,,
AFG,Asia,Afghanistan,2021-02-09,12.04,38928341,55384,25,37.571,2414,1,1.286,1422.717,0.642,0.965,62.011,0.026,0.033,0.64,,,,,,,,
AFG,Asia,Afghanistan,2021-02-10,12.04,38928341,55402,18,32.571,2418,4,1.714,1423.179,0.462,0.837,62.114,0.103,0.044,0.64,,,,,,,,
AFG,Asia,Afghanistan,2021-02-11,12.04,38928341,55420,18,27,2419,1,1.714,1423.641,0.462,0.694,62.14,0.026,0.044,0.64,,,,,,,,
AFG,Asia,Afghanistan,2021-02-12,12.04,38928341,55445,25,25.714,2424,5,2.429,1424.284,0.642,0.661,62.268,0.128,0.062,0.65,,,,,,,,
AFG,Asia,Afghanistan,2021-02-13,12.04,38928341,55473,28,20.429,2427,3,2.714,1425.003,0.719,0.525,62.345,0.077,0.07,0.66,,,,,,,,
AFG,Asia,Afghanistan,2021-02-14,12.04,38928341,55492,19,22.429,2427,0,2.429,1425.491,0.488,0.576,62.345,0,0.062,0.67,,,,,,,,
AFG,Asia,Afghanistan,2021-02-15,12.04,38928341,55514,22,22.143,2427,0,2,1426.056,0.565,0.569,62.345,0,0.051,0.67,,,,,,,,
AFG,Asia,Afghanistan,2021-02-16,12.04,38928341,55518,4,19.143,2428,1,2,1426.159,0.103,0.492,62.371,0.026,0.051,0.68,,,,,,,,
AFG,Asia,Afghanistan,2021-02-17,12.04,38928341,55540,22,19.714,2428,0,1.429,1426.724,0.565,0.506,62.371,0,0.037,0.69,,,,,,,,
AFG,Asia,Afghanistan,2021-02-18,12.04,38928341,55557,17,19.571,2430,2,1.571,1427.161,0.437,0.503,62.422,0.051,0.04,0.71,,,,,,,,
AFG,Asia,Afghanistan,2021-02-19,12.04,38928341,55575,18,18.571,2430,0,0.857,1427.623,0.462,0.477,62.422,0,0.022,0.73,,,,,,,,
AFG,Asia,Afghanistan,2021-02-20,12.04,38928341,55580,5,15.286,2430,0,0.429,1427.752,0.128,0.393,62.422,0,0.011,0.75,,,,,,,,
AFG,Asia,Afghanistan,2021-02-21,12.04,38928341,55604,24,16,2432,2,0.714,1428.368,0.617,0.411,62.474,0.051,0.018,0.78,,,,,,,,
AFG,Asia,Afghanistan,2021-02-22,12.04,38928341,55617,13,14.714,2433,1,0.857,1428.702,0.334,0.378,62.499,0.026,0.022,0.8,,,,,,,,
AFG,Asia,Afghanistan,2021-02-23,12.04,38928341,55646,29,18.286,2435,2,1,1429.447,0.745,0.47,62.551,0.051,0.026,0.82,,,,,,,,
AFG,Asia,Afghanistan,2021-02-24,12.04,38928341,55664,18,17.714,2436,1,1.143,1429.909,0.462,0.455,62.577,0.026,0.029,0.83,,,,,,,,
AFG,Asia,Afghanistan,2021-02-25,12.04,38928341,55680,16,17.571,2438,2,1.143,1430.32,0.411,0.451,62.628,0.051,0.029,0.84,,,,,,,,
AFG,Asia,Afghanistan,2021-02-26,12.04,38928341,55696,16,17.286,2442,4,1.714,1430.731,0.411,0.444,62.731,0.103,0.044,0.85,,,,,,,,
AFG,Asia,Afghanistan,2021-02-27,12.04,38928341,55707,11,18.143,2443,1,1.857,1431.014,0.283,0.466,62.756,0.026,0.048,0.87,,,,,,,,
AFG,Asia,Afghanistan,2021-02-28,12.04,38928341,55714,7,15.714,2443,0,1.571,1431.194,0.18,0.404,62.756,0,0.04,0.9,,,,,,,,
AFG,Asia,Afghanistan,2021-03-01,12.04,38928341,55733,19,16.571,2444,1,1.571,1431.682,0.488,0.426,62.782,0.026,0.04,0.93,,,,,,,,
AFG,Asia,Afghanistan,2021-03-02,12.04,38928341,55759,26,16.143,2446,2,1.571,1432.35,0.668,0.415,62.833,0.051,0.04,0.95,,,,,,,,
AFG,Asia,Afghanistan,2021-03-03,12.04,38928341,55770,11,15.143,2446,0,1.429,1432.632,0.283,0.389,62.833,0,0.037,0.97,,,,,,,,
AFG,Asia,Afghanistan,2021-03-04,12.04,38928341,55775,5,13.571,2446,0,1.143,1432.761,0.128,0.349,62.833,0,0.029,0.99,,,,,,,,
AFG,Asia,Afghanistan,2021-03-05,12.04,38928341,55827,52,18.714,2449,3,1,1434.097,1.336,0.481,62.91,0.077,0.026,1.03,,,,,,,,
AFG,Asia,Afghanistan,2021-03-06,12.04,38928341,55840,13,19,2449,0,0.857,1434.431,0.334,0.488,62.91,0,0.022,1.03,,,,,,,,
AFG,Asia,Afghanistan,2021-03-07,12.04,38928341,55847,7,19,2449,0,0.857,1434.61,0.18,0.488,62.91,0,0.022,1.03,,,,,,,,
AFG,Asia,Afghanistan,2021-03-08,12.04,38928341,55876,29,20.429,2451,2,1,1435.355,0.745,0.525,62.962,0.051,0.026,1.03,,,,,,,,
AFG,Asia,Afghanistan,2021-03-09,12.04,38928341,55876,0,16.714,2451,0,0.714,1435.355,0,0.429,62.962,0,0.018,1.03,,,,,,,,
AFG,Asia,Afghanistan,2021-03-10,12.04,38928341,55894,18,17.714,2451,0,0.714,1435.818,0.462,0.455,62.962,0,0.018,1.05,,,,,,,,
AFG,Asia,Afghanistan,2021-03-11,12.04,38928341,55917,23,20.286,2451,0,0.714,1436.409,0.591,0.521,62.962,0,0.018,1.07,,,,,,,,
AFG,Asia,Afghanistan,2021-03-12,12.04,38928341,55959,42,18.857,2454,3,0.714,1437.487,1.079,0.484,63.039,0.077,0.018,1.08,,,,,,,,
AFG,Asia,Afghanistan,2021-03-13,12.04,38928341,55959,0,17,2454,0,0.714,1437.487,0,0.437,63.039,0,0.018,1.08,,,,,,,,
AFG,Asia,Afghanistan,2021-03-14,12.04,38928341,55985,26,19.714,2457,3,1.143,1438.155,0.668,0.506,63.116,0.077,0.029,1.09,,,,,,,,
AFG,Asia,Afghanistan,2021-03-15,12.04,38928341,55985,0,15.571,2459,2,1.143,1438.155,0,0.4,63.167,0.051,0.029,1.09,,,,,,,,
AFG,Asia,Afghanistan,2021-03-16,12.04,38928341,55995,10,17,2460,1,1.286,1438.412,0.257,0.437,63.193,0.026,0.033,1.11,,,,,,,,
AFG,Asia,Afghanistan,2021-03-17,12.04,38928341,56016,21,17.429,2460,0,1.286,1438.952,0.539,0.448,63.193,0,0.033,1.15,,,,,,,,
AFG,Asia,Afghanistan,2021-03-18,12.04,38928341,56044,28,18.143,2462,2,1.571,1439.671,0.719,0.466,63.244,0.051,0.04,1.18,,,,,,,,
AFG,Asia,Afghanistan,2021-03-19,12.04,38928341,56069,25,15.714,2462,0,1.143,1440.313,0.642,0.404,63.244,0,0.029,1.2,,,,,,,,
AFG,Asia,Afghanistan,2021-03-20,12.04,38928341,56093,24,19.143,2462,0,1.143,1440.93,0.617,0.492,63.244,0,0.029,1.23,,,,,,,,
AFG,Asia,Afghanistan,2021-03-21,12.04,38928341,56103,10,16.857,2463,1,0.857,1441.187,0.257,0.433,63.27,0.026,0.022,1.25,,,,,,,,
AFG,Asia,Afghanistan,2021-03-22,12.04,38928341,56153,50,24,2464,1,0.714,1442.471,1.284,0.617,63.296,0.026,0.018,1.27,,,,,,,,
AFG,Asia,Afghanistan,2021-03-23,12.04,38928341,56177,24,26,2466,2,0.857,1443.087,0.617,0.668,63.347,0.051,0.022,1.27,,,,,,,,
AFG,Asia,Afghanistan,2021-03-24,8.33,38928341,56192,15,25.143,2466,0,0.857,1443.473,0.385,0.646,63.347,0,0.022,1.27,,,,,,,,
AFG,Asia,Afghanistan,2021-03-25,8.33,38928341,56226,34,26,2467,1,0.714,1444.346,0.873,0.668,63.373,0.026,0.018,1.29,,,,,,,,
AFG,Asia,Afghanistan,2021-03-26,8.33,38928341,56254,28,26.429,2467,0,0.714,1445.065,0.719,0.679,63.373,0,0.018,1.31,,,,,,,,
AFG,Asia,Afghanistan,2021-03-27,8.33,38928341,56290,36,28.143,2469,2,1,1445.99,0.925,0.723,63.424,0.051,0.026,1.33,,,,,,,,
AFG,Asia,Afghanistan,2021-03-28,8.33,38928341,56294,4,27.286,2470,1,1,1446.093,0.103,0.701,63.45,0.026,0.026,1.35,,,,,,,,
AFG,Asia,Afghanistan,2021-03-29,8.33,38928341,56322,28,24.143,2472,2,1.143,1446.812,0.719,0.62,63.501,0.051,0.029,1.39,,,,,,,,
AFG,Asia,Afghanistan,2021-03-30,8.33,38928341,56384,62,29.571,2476,4,1.429,1448.405,1.593,0.76,63.604,0.103,0.037,1.43,,,,,,,,
AFG,Asia,Afghanistan,2021-03-31,8.33,38928341,56454,70,37.429,2484,8,2.571,1450.203,1.798,0.961,63.81,0.206,0.066,1.44,,,,,,,,
AFG,Asia,Afghanistan,2021-04-01,8.33,38928341,56517,63,41.571,2489,5,3.143,1451.821,1.618,1.068,63.938,0.128,0.081,1.44,,,,,,,,
AFG,Asia,Afghanistan,2021-04-02,8.33,38928341,56572,55,45.429,2495,6,4,1453.234,1.413,1.167,64.092,0.154,0.103,1.43,,,,,,,,
AFG,Asia,Afghanistan,2021-04-03,8.33,38928341,56595,23,43.571,2496,1,3.857,1453.825,0.591,1.119,64.118,0.026,0.099,1.42,,,,,,,,
AFG,Asia,Afghanistan,2021-04-04,8.33,38928341,56676,81,54.571,2497,1,3.857,1455.906,2.081,1.402,64.143,0.026,0.099,1.43,,,,,,,,
AFG,Asia,Afghanistan,2021-04-05,8.33,38928341,56717,41,56.429,2508,11,5.143,1456.959,1.053,1.45,64.426,0.283,0.132,1.42,,,,,,,,
AFG,Asia,Afghanistan,2021-04-06,8.33,38928341,56779,62,56.429,2512,4,5.143,1458.552,1.593,1.45,64.529,0.103,0.132,1.41,,,,,,,,
AFG,Asia,Afghanistan,2021-04-07,8.33,38928341,56873,94,59.857,2512,0,4,1460.966,2.415,1.538,64.529,0,0.103,1.41,,,,,,,,
AFG,Asia,Afghanistan,2021-04-08,8.33,38928341,56943,70,60.857,2516,4,3.857,1462.765,1.798,1.563,64.632,0.103,0.099,1.41,,,,,,,,
AFG,Asia,Afghanistan,2021-04-09,8.33,38928341,57019,76,63.857,2521,5,3.714,1464.717,1.952,1.64,64.76,0.128,0.095,1.4,,,,,,,,
AFG,Asia,Afghanistan,2021-04-10,8.33,38928341,57144,125,78.429,2521,0,3.571,1467.928,3.211,2.015,64.76,0,0.092,1.4,,,,,,,,
AFG,Asia,Afghanistan,2021-04-11,8.33,38928341,57160,16,69.143,2521,0,3.429,1468.339,0.411,1.776,64.76,0,0.088,1.38,,,,,,,,
AFG,Asia,Afghanistan,2021-04-12,8.33,38928341,57242,82,75,2529,8,3,1470.445,2.106,1.927,64.966,0.206,0.077,1.38,,,,,,,,
AFG,Asia,Afghanistan,2021-04-13,8.33,38928341,57364,122,83.571,2529,0,2.429,1473.579,3.134,2.147,64.966,0,0.062,1.37,,,,,,,,
AFG,Asia,Afghanistan,2021-04-14,8.33,38928341,57492,128,88.429,2532,3,2.857,1476.867,3.288,2.272,65.043,0.077,0.073,1.36,,,,,,,,
AFG,Asia,Afghanistan,2021-04-15,8.33,38928341,57534,42,84.429,2533,1,2.429,1477.946,1.079,2.169,65.068,0.026,0.062,1.35,,,,,,,,
AFG,Asia,Afghanistan,2021-04-16,8.33,38928341,57612,78,84.714,2535,2,2,1479.95,2.004,2.176,65.12,0.051,0.051,1.35,,,,,,,,
AFG,Asia,Afghanistan,2021-04-17,8.33,38928341,57721,109,82.429,2539,4,2.571,1482.75,2.8,2.117,65.222,0.103,0.066,1.36,,,,,,,,
AFG,Asia,Afghanistan,2021-04-18,8.33,38928341,57793,72,90.429,2539,0,2.571,1484.6,1.85,2.323,65.222,0,0.066,1.37,,,,,,,,
AFG,Asia,Afghanistan,2021-04-19,8.33,38928341,57898,105,93.714,2546,7,2.429,1487.297,2.697,2.407,65.402,0.18,0.062,1.38,,,,,,,,
AFG,Asia,Afghanistan,2021-04-20,8.33,38928341,58037,139,96.143,2549,3,2.857,1490.868,3.571,2.47,65.479,0.077,0.073,1.39,,,,,,,,
AFG,Asia,Afghanistan,2021-04-21,8.33,38928341,58214,177,103.143,2557,8,3.571,1495.414,4.547,2.65,65.685,0.206,0.092,1.4,,,,,,,,
AFG,Asia,Afghanistan,2021-04-22,8.33,38928341,58312,98,111.143,2561,4,4,1497.932,2.517,2.855,65.788,0.103,0.103,1.4,,,,,,,,
AFG,Asia,Afghanistan,2021-04-23,8.33,38928341,58542,230,132.857,2565,4,4.286,1503.84,5.908,3.413,65.89,0.103,0.11,1.41,,,,,,,,
AFG,Asia,Afghanistan,2021-04-24,8.33,38928341,58730,188,144.143,2572,7,4.714,1508.669,4.829,3.703,66.07,0.18,0.121,1.4,,,,,,,,
AFG,Asia,Afghanistan,2021-04-25,8.33,38928341,58843,113,150,2582,10,6.143,1511.572,2.903,3.853,66.327,0.257,0.158,1.39,,,,,,,,
AFG,Asia,Afghanistan,2021-04-26,8.33,38928341,59015,172,159.571,2592,10,6.571,1515.991,4.418,4.099,66.584,0.257,0.169,1.38,,,,,,,,
AFG,Asia,Afghanistan,2021-04-27,8.33,38928341,59225,210,169.714,2598,6,7,1521.385,5.395,4.36,66.738,0.154,0.18,1.38,,,,,,,,
AFG,Asia,Afghanistan,2021-04-28,,38928341,59370,145,165.143,2611,13,7.714,1525.11,3.725,4.242,67.072,0.334,0.198,1.37,,,,,,,,
AFG,Asia,Afghanistan,2021-04-29,,38928341,59576,206,180.571,2618,7,8.143,1530.402,5.292,4.639,67.252,0.18,0.209,1.37,,,,,,,,
AFG,Asia,Afghanistan,2021-04-30,,38928341,59745,169,171.857,2625,7,8.571,1534.743,4.341,4.415,67.432,0.18,0.22,,,,,,,,,
ALB,Europe,Albania,2020-02-25,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-02-26,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-02-27,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-02-28,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-02-29,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-01,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-02,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-03,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-04,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-05,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-06,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-07,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-08,8.33,2877800,,,,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-09,36.11,2877800,2,2,,,,,0.695,0.695,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-10,41.67,2877800,10,8,,,,,3.475,2.78,,,,,,,,,,,,,
ALB,Europe,Albania,2020-03-11,51.85,2877800,12,2,,1,1,,4.17,0.695,,0.347,0.347,,,,,,,,,,
ALB,Europe,Albania,2020-03-12,51.85,2877800,23,11,,1,0,,7.992,3.822,,0.347,0,,,,,,,,,,
ALB,Europe,Albania,2020-03-13,78.7,2877800,33,10,,1,0,,11.467,3.475,,0.347,0,,,,,,,,,,
ALB,Europe,Albania,2020-03-14,78.7,2877800,38,5,5.429,1,0,0.143,13.205,1.737,1.886,0.347,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-15,81.48,2877800,42,4,6,1,0,0.143,14.594,1.39,2.085,0.347,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-16,81.48,2877800,51,9,7,1,0,0.143,17.722,3.127,2.432,0.347,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-17,81.48,2877800,55,4,6.429,1,0,0.143,19.112,1.39,2.234,0.347,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-18,81.48,2877800,59,4,6.714,2,1,0.143,20.502,1.39,2.333,0.695,0.347,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-19,81.48,2877800,64,5,5.857,2,0,0.143,22.239,1.737,2.035,0.695,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-20,81.48,2877800,70,6,5.286,2,0,0.143,24.324,2.085,1.837,0.695,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-21,81.48,2877800,76,6,5.429,2,0,0.143,26.409,2.085,1.886,0.695,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-22,81.48,2877800,89,13,6.714,2,0,0.143,30.926,4.517,2.333,0.695,0,0.05,,,,,,,,,
ALB,Europe,Albania,2020-03-23,84.26,2877800,104,15,7.571,4,2,0.429,36.139,5.212,2.631,1.39,0.695,0.149,,,,,,,,,
ALB,Europe,Albania,2020-03-24,84.26,2877800,123,19,9.714,5,1,0.571,42.741,6.602,3.376,1.737,0.347,0.199,1.19,,,,,,,,
ALB,Europe,Albania,2020-03-25,84.26,2877800,146,23,12.429,5,0,0.429,50.733,7.992,4.319,1.737,0,0.149,1.17,,,,,,,,
ALB,Europe,Albania,2020-03-26,84.26,2877800,174,28,15.714,6,1,0.571,60.463,9.73,5.461,2.085,0.347,0.199,1.14,,,,,,,,
ALB,Europe,Albania,2020-03-27,84.26,2877800,186,12,16.571,8,2,0.857,64.633,4.17,5.758,2.78,0.695,0.298,1.08,,,,,,,,
ALB,Europe,Albania,2020-03-28,84.26,2877800,197,11,17.286,10,2,1.143,68.455,3.822,6.007,3.475,0.695,0.397,1.04,,,,,,,,
ALB,Europe,Albania,2020-03-29,84.26,2877800,212,15,17.571,10,0,1.143,73.667,5.212,6.106,3.475,0,0.397,1.04,,,,,,,,
ALB,Europe,Albania,2020-03-30,84.26,2877800,223,11,17,11,1,1,77.49,3.822,5.907,3.822,0.347,0.347,1.05,,,,,,,,
ALB,Europe,Albania,2020-03-31,84.26,2877800,243,20,17.143,15,4,1.429,84.44,6.95,5.957,5.212,1.39,0.496,1.08,,,,,,,,
ALB,Europe,Albania,2020-04-01,84.26,2877800,259,16,16.143,15,0,1.429,89.999,5.56,5.609,5.212,0,0.496,1.08,,,,,,,,
ALB,Europe,Albania,2020-04-02,84.26,2877800,277,18,14.714,16,1,1.429,96.254,6.255,5.113,5.56,0.347,0.496,1.11,,,,,,,,
ALB,Europe,Albania,2020-04-03,84.26,2877800,304,27,16.857,17,1,1.286,105.636,9.382,5.858,5.907,0.347,0.447,1.15,,,,,,,,
ALB,Europe,Albania,2020-04-04,84.26,2877800,333,29,19.429,20,3,1.429,115.713,10.077,6.751,6.95,1.042,0.496,1.13,,,,,,,,
ALB,Europe,Albania,2020-04-05,84.26,2877800,361,28,21.286,20,0,1.429,125.443,9.73,7.397,6.95,0,0.496,1.08,,,,,,,,
ALB,Europe,Albania,2020-04-06,84.26,2877800,377,16,22,21,1,1.429,131.003,5.56,7.645,7.297,0.347,0.496,1,,,,,,,,
ALB,Europe,Albania,2020-04-07,84.26,2877800,383,6,20,22,1,1,133.088,2.085,6.95,7.645,0.347,0.347,0.92,,,,,,,,
ALB,Europe,Albania,2020-04-08,84.26,2877800,400,17,20.143,22,0,1,138.995,5.907,6.999,7.645,0,0.347,0.88,,,,,,,,
ALB,Europe,Albania,2020-04-09,84.26,2877800,409,9,18.857,23,1,1,142.122,3.127,6.553,7.992,0.347,0.347,0.86,,,,,,,,
ALB,Europe,Albania,2020-04-10,84.26,2877800,416,7,16,23,0,0.857,144.555,2.432,5.56,7.992,0,0.298,0.88,,,,,,,,
ALB,Europe,Albania,2020-04-11,84.26,2877800,433,17,14.286,23,0,0.429,150.462,5.907,4.964,7.992,0,0.149,0.93,,,,,,,,
ALB,Europe,Albania,2020-04-12,84.26,2877800,446,13,12.143,23,0,0.429,154.979,4.517,4.219,7.992,0,0.149,0.97,,,,,,,,
ALB,Europe,Albania,2020-04-13,84.26,2877800,467,21,12.857,23,0,0.286,162.277,7.297,4.468,7.992,0,0.099,1.01,,,,,,,,
ALB,Europe,Albania,2020-04-14,84.26,2877800,475,8,13.143,24,1,0.286,165.057,2.78,4.567,8.34,0.347,0.099,1.02,,,,,,,,
ALB,Europe,Albania,2020-04-15,84.26,2877800,494,19,13.429,25,1,0.429,171.659,6.602,4.666,8.687,0.347,0.149,1.05,,,,,,,,
ALB,Europe,Albania,2020-04-16,84.26,2877800,518,24,15.571,26,1,0.429,179.999,8.34,5.411,9.035,0.347,0.149,1.08,,,,,,,,
ALB,Europe,Albania,2020-04-17,84.26,2877800,539,21,17.571,26,0,0.429,187.296,7.297,6.106,9.035,0,0.149,1.08,,,,,,,,
ALB,Europe,Albania,2020-04-18,89.81,2877800,548,9,16.429,26,0,0.429,190.423,3.127,5.709,9.035,0,0.149,1.07,,,,,,,,
ALB,Europe,Albania,2020-04-19,89.81,2877800,562,14,16.571,26,0,0.429,195.288,4.865,5.758,9.035,0,0.149,1.1,,,,,,,,
ALB,Europe,Albania,2020-04-20,89.81,2877800,584,22,16.714,26,0,0.429,202.933,7.645,5.808,9.035,0,0.149,1.14,,,,,,,,
ALB,Europe,Albania,2020-04-21,89.81,2877800,609,25,19.143,26,0,0.286,211.62,8.687,6.652,9.035,0,0.099,1.16,,,,,,,,
ALB,Europe,Albania,2020-04-22,89.81,2877800,634,25,20,27,1,0.286,220.307,8.687,6.95,9.382,0.347,0.099,1.14,,,,,,,,
ALB,Europe,Albania,2020-04-23,89.81,2877800,663,29,20.714,27,0,0.143,230.384,10.077,7.198,9.382,0,0.05,1.1,,,,,,,,
ALB,Europe,Albania,2020-04-24,89.81,2877800,678,15,19.857,27,0,0.143,235.597,5.212,6.9,9.382,0,0.05,1.05,,,,,,,,
ALB,Europe,Albania,2020-04-25,89.81,2877800,712,34,23.429,27,0,0.143,247.411,11.815,8.141,9.382,0,0.05,1.02,,,,,,,,
ALB,Europe,Albania,2020-04-26,89.81,2877800,726,14,23.429,28,1,0.286,252.276,4.865,8.141,9.73,0.347,0.099,0.94,,,,,,,,
ALB,Europe,Albania,2020-04-27,89.81,2877800,736,10,21.714,28,0,0.286,255.751,3.475,7.545,9.73,0,0.099,0.86,,,,,,,,
ALB,Europe,Albania,2020-04-28,89.81,2877800,750,14,20.143,30,2,0.571,260.616,4.865,6.999,10.425,0.695,0.199,0.81,,,,,,,,
ALB,Europe,Albania,2020-04-29,89.81,2877800,766,16,18.857,30,0,0.429,266.176,5.56,6.553,10.425,0,0.149,0.76,,,,,,,,
ALB,Europe,Albania,2020-04-30,89.81,2877800,773,7,15.714,31,1,0.571,268.608,2.432,5.461,10.772,0.347,0.199,0.71,,,,,,,,
ALB,Europe,Albania,2020-05-01,89.81,2877800,782,9,14.857,31,0,0.571,271.735,3.127,5.163,10.772,0,0.199,0.7,,,,,,,,
ALB,Europe,Albania,2020-05-02,89.81,2877800,789,7,11,31,0,0.571,274.168,2.432,3.822,10.772,0,0.199,0.7,,,,,,,,
ALB,Europe,Albania,2020-05-03,89.81,2877800,795,6,9.857,31,0,0.429,276.253,2.085,3.425,10.772,0,0.149,0.73,,,,,,,,
ALB,Europe,Albania,2020-05-04,89.81,2877800,803,8,9.571,31,0,0.429,279.033,2.78,3.326,10.772,0,0.149,0.77,,,,,,,,
ALB,Europe,Albania,2020-05-05,89.81,2877800,820,17,10,31,0,0.143,284.94,5.907,3.475,10.772,0,0.05,0.81,,,,,,,,
ALB,Europe,Albania,2020-05-06,89.81,2877800,832,12,9.429,31,0,0.143,289.11,4.17,3.276,10.772,0,0.05,0.8,,,,,,,,
ALB,Europe,Albania,2020-05-07,89.81,2877800,842,10,9.857,31,0,0,292.585,3.475,3.425,10.772,0,0,0.78,,,,,,,,
ALB,Europe,Albania,2020-05-08,89.81,2877800,850,8,9.714,31,0,0,295.365,2.78,3.376,10.772,0,0,0.78,,,,,,,,
ALB,Europe,Albania,2020-05-09,89.81,2877800,856,6,9.571,31,0,0,297.449,2.085,3.326,10.772,0,0,0.79,,,,,,,,
ALB,Europe,Albania,2020-05-10,89.81,2877800,868,12,10.429,31,0,0,301.619,4.17,3.624,10.772,0,0,0.83,,,,,,,,
ALB,Europe,Albania,2020-05-11,89.81,2877800,872,4,9.857,31,0,0,303.009,1.39,3.425,10.772,0,0,0.84,,,,,,,,
ALB,Europe,Albania,2020-05-12,89.81,2877800,876,4,8,31,0,0,304.399,1.39,2.78,10.772,0,0,0.87,,,,,,,,
ALB,Europe,Albania,2020-05-13,89.81,2877800,880,4,6.857,31,0,0,305.789,1.39,2.383,10.772,0,0,0.93,,,,,,,,
ALB,Europe,Albania,2020-05-14,89.81,2877800,898,18,8,31,0,0,312.044,6.255,2.78,10.772,0,0,1.06,,,,,,,,
ALB,Europe,Albania,2020-05-15,89.81,2877800,916,18,9.429,31,0,0,318.299,6.255,3.276,10.772,0,0,1.1,,,,,,,,
ALB,Europe,Albania,2020-05-16,89.81,2877800,933,17,11,31,0,0,324.206,5.907,3.822,10.772,0,0,1.09,,,,,,,,
